repayment_id,customer_id,loan_id,installment_no,due_date,paid_date,scheduled_amount,paid_amount,days_past_due,is_late_payment,is_default_event
25238,896,L00896_1,8,2023-10-22,2023-10-25,284,284,3,0,0
25239,896,L00896_1,9,2023-11-21,2023-11-21,737,737,0,0,0
25240,896,L00896_1,10,2023-12-21,2024-01-02,219,219,12,0,0
25241,896,L00896_1,11,2024-01-20,2024-01-20,790,790,0,0,0
25242,896,L00896_1,12,2024-02-19,2024-02-19,844,844,0,0,0
25243,896,L00896_1,13,2024-03-20,2024-03-20,191,191,0,0,0
25244,896,L00896_1,14,2024-04-19,2024-04-27,591,591,8,0,0
25245,896,L00896_1,15,2024-05-19,2024-05-19,878,878,0,0,0
25246,896,L00896_1,16,2024-06-18,2024-06-18,517,517,0,0,0
25247,896,L00896_1,17,2024-07-18,2024-07-18,561,561,0,0,0
25248,896,L00896_1,18,2024-08-17,2024-08-24,801,801,7,0,0
25249,896,L00896_2,1,2022-06-01,2022-06-15,857,857,14,0,0
25250,896,L00896_2,2,2022-07-01,2022-07-01,152,152,0,0,0
25251,896,L00896_2,3,2022-07-31,2022-07-31,325,325,0,0,0
25252,896,L00896_2,4,2022-08-30,2022-09-09,387,387,10,0,0
25253,896,L00896_2,5,2022-09-29,2022-10-10,208,208,11,0,0
25254,896,L00896_2,6,2022-10-29,2022-11-01,424,424,3,0,0
25255,896,L00896_2,7,2022-11-28,2022-11-28,178,178,0,0,0
25256,896,L00896_2,8,2022-12-28,2022-12-29,593,593,1,0,0
25257,896,L00896_2,9,2023-01-27,2023-02-05,329,329,9,0,0
25258,896,L00896_2,10,2023-02-26,2023-02-26,179,179,0,0,0
25259,896,L00896_2,11,2023-03-28,2023-04-12,523,523,15,0,0
25260,896,L00896_2,12,2023-04-27,2023-04-27,834,834,0,0,0
25261,896,L00896_2,13,2023-05-27,2023-05-27,626,626,0,0,0
25262,896,L00896_2,14,2023-06-26,2023-07-13,638,638,17,1,0
25263,896,L00896_2,15,2023-07-26,2023-07-28,467,467,2,0,0
25264,896,L00896_2,16,2023-08-25,2023-08-25,115,115,0,0,0
25265,896,L00896_2,17,2023-09-24,2023-10-03,687,687,9,0,0
25266,896,L00896_2,18,2023-10-24,2023-10-24,556,556,0,0,0
25267,896,L00896_2,19,2023-11-23,2023-11-23,327,327,0,0,0
25268,896,L00896_2,20,2023-12-23,2023-12-23,680,680,0,0,0
25269,896,L00896_2,21,2024-01-22,2024-02-09,209,209,18,1,0
25270,896,L00896_2,22,2024-02-21,2024-02-29,607,607,8,0,0
25271,896,L00896_2,23,2024-03-22,2024-03-22,107,107,0,0,0
25272,896,L00896_2,24,2024-04-21,2024-04-21,838,838,0,0,0
25273,897,L00897_1,1,2022-02-28,2022-03-03,627,627,3,0,0
25274,897,L00897_1,2,2022-03-30,2022-04-11,807,807,12,0,0
25275,897,L00897_1,3,2022-04-29,2022-05-05,817,817,6,0,0
25276,897,L00897_1,4,2022-05-29,2022-05-29,724,724,0,0,0
25277,897,L00897_1,5,2022-06-28,2022-06-28,342,342,0,0,0
25278,897,L00897_1,6,2022-07-28,2022-08-16,827,827,19,1,0
25279,897,L00897_1,7,2022-08-27,2022-09-03,882,882,7,0,0
25280,897,L00897_1,8,2022-09-26,2022-09-26,733,733,0,0,0
25281,897,L00897_1,9,2022-10-26,2022-11-04,447,447,9,0,0
25282,897,L00897_1,10,2022-11-25,2022-11-28,638,638,3,0,0
25283,897,L00897_1,11,2022-12-25,2022-12-25,344,344,0,0,0
25284,897,L00897_1,12,2023-01-24,2023-01-24,718,718,0,0,0
25285,897,L00897_1,13,2023-02-23,2023-03-17,489,489,22,1,0
25286,897,L00897_1,14,2023-03-25,2023-03-25,453,453,0,0,0
25287,897,L00897_1,15,2023-04-24,2023-04-24,325,325,0,0,0
25288,897,L00897_1,16,2023-05-24,2023-05-24,882,882,0,0,0
25289,897,L00897_1,17,2023-06-23,2023-06-24,798,798,1,0,0
25290,897,L00897_1,18,2023-07-23,2023-07-23,116,116,0,0,0
25291,897,L00897_1,19,2023-08-22,2023-08-29,850,850,7,0,0
25292,897,L00897_1,20,2023-09-21,2023-09-24,510,510,3,0,0
25293,897,L00897_1,21,2023-10-21,2023-10-21,265,265,0,0,0
25294,897,L00897_1,22,2023-11-20,2023-11-20,158,158,0,0,0
25295,897,L00897_1,23,2023-12-20,2023-12-26,359,359,6,0,0
25296,897,L00897_1,24,2024-01-19,2024-01-26,417,417,7,0,0
25297,897,L00897_1,25,2024-02-18,2024-02-22,190,190,4,0,0
25298,897,L00897_1,26,2024-03-19,2024-03-20,703,703,1,0,0
25299,897,L00897_1,27,2024-04-18,2024-04-18,732,732,0,0,0
25300,897,L00897_1,28,2024-05-18,2024-05-18,140,140,0,0,0
25301,897,L00897_1,29,2024-06-17,2024-07-09,221,221,22,1,0
25302,897,L00897_1,30,2024-07-17,2024-07-28,267,267,11,0,0
25303,897,L00897_1,31,2024-08-16,2024-08-16,460,460,0,0,0
25304,897,L00897_1,32,2024-09-15,2024-09-18,371,371,3,0,0
25305,897,L00897_1,33,2024-10-15,2024-10-27,291,291,12,0,0
25306,897,L00897_1,34,2024-11-14,2024-11-14,500,500,0,0,0
25307,897,L00897_1,35,2024-12-14,2024-12-23,619,619,9,0,0
25308,897,L00897_1,36,2025-01-13,2025-01-25,798,798,12,0,0
25309,898,L00898_1,1,2021-05-21,2021-06-13,166,166,23,1,0
25310,898,L00898_1,2,2021-06-20,2021-06-20,824,824,0,0,0
25311,898,L00898_1,3,2021-07-20,2021-07-20,842,842,0,0,0
25312,898,L00898_1,4,2021-08-19,2021-09-04,298,298,16,1,0
25313,898,L00898_1,5,2021-09-18,2021-09-18,683,683,0,0,0
25314,898,L00898_1,6,2021-10-18,2021-10-18,404,404,0,0,0
25315,898,L00898_1,7,2021-11-17,2021-11-26,716,716,9,0,0
25316,898,L00898_1,8,2021-12-17,2021-12-17,298,298,0,0,0
25317,898,L00898_1,9,2022-01-16,2022-01-16,625,625,0,0,0
25318,898,L00898_1,10,2022-02-15,2022-02-15,352,352,0,0,0
25319,898,L00898_1,11,2022-03-17,2022-03-17,105,105,0,0,0
25320,898,L00898_1,12,2022-04-16,2022-04-20,717,717,4,0,0
25321,898,L00898_1,13,2022-05-16,2022-05-22,697,697,6,0,0
25322,898,L00898_1,14,2022-06-15,2022-06-15,517,517,0,0,0
25323,898,L00898_1,15,2022-07-15,2022-07-31,186,186,16,1,0
25324,898,L00898_1,16,2022-08-14,2022-08-30,387,387,16,1,0
25325,898,L00898_1,17,2022-09-13,2022-09-13,112,112,0,0,0
25326,898,L00898_1,18,2022-10-13,2022-10-13,448,448,0,0,0
25327,898,L00898_1,19,2022-11-12,2022-11-23,845,845,11,0,0
25328,898,L00898_1,20,2022-12-12,2023-01-03,836,836,22,1,0
25329,898,L00898_1,21,2023-01-11,2023-01-14,798,798,3,0,0
25330,898,L00898_1,22,2023-02-10,2023-02-22,835,835,12,0,0
25331,898,L00898_1,23,2023-03-12,2023-03-28,297,297,16,1,0
25332,898,L00898_1,24,2023-04-11,2023-04-12,856,856,1,0,0
25333,898,L00898_2,1,2022-11-16,2022-11-17,260,260,1,0,0
25334,898,L00898_2,2,2022-12-16,2022-12-16,747,747,0,0,0
25335,898,L00898_2,3,2023-01-15,2023-01-28,298,298,13,0,0
25336,898,L00898_2,4,2023-02-14,2023-02-28,318,318,14,0,0
25337,898,L00898_2,5,2023-03-16,2023-03-16,185,185,0,0,0
25338,898,L00898_2,6,2023-04-15,2023-05-11,147,147,26,1,0
25339,898,L00898_2,7,2023-05-15,2023-05-30,512,512,15,0,0
25340,898,L00898_2,8,2023-06-14,2023-06-25,500,500,11,0,0
25341,898,L00898_2,9,2023-07-14,2023-07-14,838,838,0,0,0
25342,898,L00898_2,10,2023-08-13,2023-08-17,739,739,4,0,0
25343,898,L00898_2,11,2023-09-12,2023-09-28,526,526,16,1,0
25344,898,L00898_2,12,2023-10-12,2023-10-19,534,534,7,0,0
25345,898,L00898_2,13,2023-11-11,2023-11-11,897,897,0,0,0
25346,898,L00898_2,14,2023-12-11,2023-12-22,107,107,11,0,0
25347,898,L00898_2,15,2024-01-10,2024-01-15,200,200,5,0,0
25348,898,L00898_2,16,2024-02-09,2024-02-24,487,487,15,0,0
25349,898,L00898_2,17,2024-03-10,2024-03-27,318,318,17,1,0
25350,898,L00898_2,18,2024-04-09,2024-04-09,651,651,0,0,0
25351,898,L00898_2,19,2024-05-09,2024-05-14,739,739,5,0,0
25352,898,L00898_2,20,2024-06-08,2024-06-12,568,568,4,0,0
25353,898,L00898_2,21,2024-07-08,2024-07-08,601,601,0,0,0
25354,898,L00898_2,22,2024-08-07,2024-08-07,482,482,0,0,0
25355,898,L00898_2,23,2024-09-06,2024-09-11,662,662,5,0,0
25356,898,L00898_2,24,2024-10-06,2024-10-06,581,581,0,0,0
25357,898,L00898_2,25,2024-11-05,2024-11-14,384,384,9,0,0
25358,898,L00898_2,26,2024-12-05,2025-01-02,186,186,28,1,0
25359,898,L00898_2,27,2025-01-04,2025-01-17,833,833,13,0,0
25360,898,L00898_2,28,2025-02-03,2025-02-21,269,269,18,1,0
25361,898,L00898_2,29,2025-03-05,2025-03-14,775,775,9,0,0
25362,898,L00898_2,30,2025-04-04,2025-04-04,709,709,0,0,0
25363,898,L00898_2,31,2025-05-04,2025-05-04,487,487,0,0,0
25364,898,L00898_2,32,2025-06-03,2025-06-04,491,491,1,0,0
25365,898,L00898_2,33,2025-07-03,2025-07-03,708,708,0,0,0
25366,898,L00898_2,34,2025-08-02,2025-08-02,453,453,0,0,0
25367,898,L00898_2,35,2025-09-01,2025-09-01,227,227,0,0,0
25368,898,L00898_2,36,2025-10-01,2025-10-06,713,713,5,0,0
25369,899,L00899_1,1,2023-01-12,2023-01-30,494,494,18,1,0
25370,899,L00899_1,2,2023-02-11,2023-02-11,580,580,0,0,0
25371,899,L00899_1,3,2023-03-13,2023-03-17,328,328,4,0,0
25372,899,L00899_1,4,2023-04-12,2023-04-17,469,469,5,0,0
25373,899,L00899_1,5,2023-05-12,2023-05-14,675,675,2,0,0
25374,899,L00899_1,6,2023-06-11,2023-06-22,895,895,11,0,0
25375,899,L00899_1,7,2023-07-11,2023-07-12,823,823,1,0,0
25376,899,L00899_1,8,2023-08-10,2023-08-17,810,810,7,0,0
25377,899,L00899_1,9,2023-09-09,2023-09-09,544,544,0,0,0
25378,899,L00899_1,10,2023-10-09,2023-10-09,835,835,0,0,0
25379,899,L00899_1,11,2023-11-08,2023-11-08,659,659,0,0,0
25380,899,L00899_1,12,2023-12-08,2023-12-30,826,826,22,1,0
25381,899,L00899_1,13,2024-01-07,2024-01-15,882,882,8,0,0
25382,899,L00899_1,14,2024-02-06,2024-02-06,535,535,0,0,0
25383,899,L00899_1,15,2024-03-07,2024-03-10,152,152,3,0,0
25384,899,L00899_1,16,2024-04-06,2024-04-08,769,769,2,0,0
25385,899,L00899_1,17,2024-05-06,2024-05-25,303,303,19,1,0
25386,899,L00899_1,18,2024-06-05,2024-06-05,300,300,0,0,0
25387,899,L00899_1,19,2024-07-05,2024-07-05,855,855,0,0,0
25388,899,L00899_1,20,2024-08-04,2024-08-05,229,229,1,0,0
25389,899,L00899_1,21,2024-09-03,2024-09-18,516,516,15,0,0
25390,899,L00899_1,22,2024-10-03,2024-10-04,884,884,1,0,0
25391,899,L00899_1,23,2024-11-02,2024-11-02,599,599,0,0,0
25392,899,L00899_1,24,2024-12-02,2024-12-02,210,210,0,0,0
25393,899,L00899_2,1,2022-08-28,2022-08-28,681,681,0,0,0
25394,899,L00899_2,2,2022-09-27,2022-09-27,623,623,0,0,0
25395,899,L00899_2,3,2022-10-27,2022-11-04,555,555,8,0,0
25396,899,L00899_2,4,2022-11-26,2022-11-30,808,808,4,0,0
25397,899,L00899_2,5,2022-12-26,2023-01-09,208,208,14,0,0
25398,899,L00899_2,6,2023-01-25,2023-02-07,520,520,13,0,0
25399,899,L00899_2,7,2023-02-24,2023-03-09,715,715,13,0,0
25400,899,L00899_2,8,2023-03-26,2023-04-03,312,312,8,0,0
25401,899,L00899_2,9,2023-04-25,2023-04-25,648,648,0,0,0
25402,899,L00899_2,10,2023-05-25,2023-06-02,834,834,8,0,0
25403,899,L00899_2,11,2023-06-24,2023-06-30,445,445,6,0,0
25404,899,L00899_2,12,2023-07-24,2023-08-17,611,611,24,1,0
25405,899,L00899_2,13,2023-08-23,2023-08-23,621,621,0,0,0
25406,899,L00899_2,14,2023-09-22,2023-09-22,573,573,0,0,0
25407,899,L00899_2,15,2023-10-22,2023-10-22,172,172,0,0,0
25408,899,L00899_2,16,2023-11-21,2023-11-23,251,251,2,0,0
25409,899,L00899_2,17,2023-12-21,2023-12-25,100,100,4,0,0
25410,899,L00899_2,18,2024-01-20,2024-01-27,575,575,7,0,0
25411,899,L00899_2,19,2024-02-19,2024-03-09,472,472,19,1,0
25412,899,L00899_2,20,2024-03-20,2024-03-21,816,816,1,0,0
25413,899,L00899_2,21,2024-04-19,2024-04-20,204,204,1,0,0
25414,899,L00899_2,22,2024-05-19,2024-05-19,675,675,0,0,0
25415,899,L00899_2,23,2024-06-18,2024-06-18,456,456,0,0,0
25416,899,L00899_2,24,2024-07-18,2024-07-18,232,232,0,0,0
25417,900,L00900_1,1,2021-08-03,2021-08-04,890,890,1,0,0
25418,900,L00900_1,2,2021-09-02,2021-09-02,426,426,0,0,0
25419,900,L00900_1,3,2021-10-02,2021-10-06,721,721,4,0,0
25420,900,L00900_1,4,2021-11-01,2021-11-01,553,553,0,0,0
25421,900,L00900_1,5,2021-12-01,2021-12-01,549,549,0,0,0
25422,900,L00900_1,6,2021-12-31,2021-12-31,451,451,0,0,0
25423,900,L00900_2,1,2021-04-01,2021-04-01,741,741,0,0,0
25424,900,L00900_2,2,2021-05-01,2021-05-11,583,583,10,0,0
25425,900,L00900_2,3,2021-05-31,2021-05-31,597,597,0,0,0
25426,900,L00900_2,4,2021-06-30,2021-06-30,626,626,0,0,0
25427,900,L00900_2,5,2021-07-30,2021-08-07,672,672,8,0,0
25428,900,L00900_2,6,2021-08-29,2021-09-10,751,751,12,0,0
25429,901,L00901_1,1,2022-07-10,2022-07-16,651,651,6,0,0
25430,901,L00901_1,2,2022-08-09,2022-08-14,353,353,5,0,0
25431,901,L00901_1,3,2022-09-08,2022-09-14,899,899,6,0,0
25432,901,L00901_1,4,2022-10-08,2022-10-19,456,456,11,0,0
25433,901,L00901_1,5,2022-11-07,2022-11-07,134,134,0,0,0
25434,901,L00901_1,6,2022-12-07,2022-12-14,107,107,7,0,0
25435,901,L00901_1,7,2023-01-06,2023-01-06,813,813,0,0,0
25436,901,L00901_1,8,2023-02-05,2023-02-05,892,892,0,0,0
25437,901,L00901_1,9,2023-03-07,2023-03-15,769,769,8,0,0
25438,901,L00901_1,10,2023-04-06,2023-04-17,237,237,11,0,0
25439,901,L00901_1,11,2023-05-06,2023-05-06,790,790,0,0,0
25440,901,L00901_1,12,2023-06-05,2023-06-05,807,807,0,0,0
25441,901,L00901_1,13,2023-07-05,2023-07-05,635,635,0,0,0
25442,901,L00901_1,14,2023-08-04,2023-08-16,138,138,12,0,0
25443,901,L00901_1,15,2023-09-03,2023-09-06,162,162,3,0,0
25444,901,L00901_1,16,2023-10-03,2023-10-15,549,549,12,0,0
25445,901,L00901_1,17,2023-11-02,2023-11-02,269,269,0,0,0
25446,901,L00901_1,18,2023-12-02,2023-12-02,400,400,0,0,0
25447,901,L00901_1,19,2024-01-01,2024-01-01,417,417,0,0,0
25448,901,L00901_1,20,2024-01-31,2024-02-08,378,378,8,0,0
25449,901,L00901_1,21,2024-03-01,2024-03-01,136,136,0,0,0
25450,901,L00901_1,22,2024-03-31,2024-04-05,270,270,5,0,0
25451,901,L00901_1,23,2024-04-30,2024-05-10,626,626,10,0,0
25452,901,L00901_1,24,2024-05-30,2024-05-30,145,145,0,0,0
25453,901,L00901_1,25,2024-06-29,2024-07-09,371,371,10,0,0
25454,901,L00901_1,26,2024-07-29,2024-07-29,441,441,0,0,0
25455,901,L00901_1,27,2024-08-28,2024-09-11,150,150,14,0,0
25456,901,L00901_1,28,2024-09-27,2024-10-19,277,277,22,1,0
25457,901,L00901_1,29,2024-10-27,2024-11-06,632,632,10,0,0
25458,901,L00901_1,30,2024-11-26,2024-12-13,757,757,17,1,0
25459,901,L00901_1,31,2024-12-26,2024-12-26,503,503,0,0,0
25460,901,L00901_1,32,2025-01-25,2025-02-08,617,617,14,0,0
25461,901,L00901_1,33,2025-02-24,2025-03-03,476,476,7,0,0
25462,901,L00901_1,34,2025-03-26,2025-04-14,819,819,19,1,0
25463,901,L00901_1,35,2025-04-25,2025-04-25,260,260,0,0,0
25464,901,L00901_1,36,2025-05-25,2025-06-03,404,404,9,0,0
25465,901,L00901_2,1,2022-01-20,2022-01-25,881,881,5,0,0
25466,901,L00901_2,2,2022-02-19,2022-03-17,787,787,26,1,0
25467,901,L00901_2,3,2022-03-21,2022-03-21,360,360,0,0,0
25468,901,L00901_2,4,2022-04-20,2022-04-22,268,268,2,0,0
25469,901,L00901_2,5,2022-05-20,2022-05-27,760,760,7,0,0
25470,901,L00901_2,6,2022-06-19,2022-07-04,173,173,15,0,0
25471,901,L00901_2,7,2022-07-19,2022-07-31,743,743,12,0,0
25472,901,L00901_2,8,2022-08-18,2022-08-27,516,516,9,0,0
25473,901,L00901_2,9,2022-09-17,2022-09-17,502,502,0,0,0
25474,901,L00901_2,10,2022-10-17,2022-11-06,568,568,20,1,0
25475,901,L00901_2,11,2022-11-16,2022-11-18,619,619,2,0,0
25476,901,L00901_2,12,2022-12-16,2022-12-16,721,721,0,0,0
25477,901,L00901_2,13,2023-01-15,2023-01-15,235,235,0,0,0
25478,901,L00901_2,14,2023-02-14,2023-02-14,659,659,0,0,0
25479,901,L00901_2,15,2023-03-16,2023-03-24,415,415,8,0,0
25480,901,L00901_2,16,2023-04-15,2023-04-15,132,132,0,0,0
25481,901,L00901_2,17,2023-05-15,2023-05-15,668,668,0,0,0
25482,901,L00901_2,18,2023-06-14,2023-06-15,589,589,1,0,0
25483,901,L00901_2,19,2023-07-14,2023-07-22,655,655,8,0,0
25484,901,L00901_2,20,2023-08-13,2023-09-07,567,567,25,1,0
25485,901,L00901_2,21,2023-09-12,2023-09-12,828,828,0,0,0
25486,901,L00901_2,22,2023-10-12,2023-10-25,564,564,13,0,0
25487,901,L00901_2,23,2023-11-11,2023-11-19,459,459,8,0,0
25488,901,L00901_2,24,2023-12-11,2023-12-11,468,468,0,0,0
25489,901,L00901_2,25,2024-01-10,2024-01-19,143,143,9,0,0
25490,901,L00901_2,26,2024-02-09,2024-02-12,386,386,3,0,0
25491,901,L00901_2,27,2024-03-10,2024-03-10,869,869,0,0,0
25492,901,L00901_2,28,2024-04-09,2024-04-23,604,604,14,0,0
25493,901,L00901_2,29,2024-05-09,2024-05-13,341,341,4,0,0
25494,901,L00901_2,30,2024-06-08,2024-06-19,453,453,11,0,0
25495,901,L00901_2,31,2024-07-08,2024-07-25,601,601,17,1,0
25496,901,L00901_2,32,2024-08-07,2024-08-08,507,507,1,0,0
25497,901,L00901_2,33,2024-09-06,2024-09-06,868,868,0,0,0
25498,901,L00901_2,34,2024-10-06,2024-10-06,232,232,0,0,0
25499,901,L00901_2,35,2024-11-05,2024-11-05,571,571,0,0,0
25500,901,L00901_2,36,2024-12-05,2024-12-07,420,420,2,0,0
25501,902,L00902_1,1,2021-05-14,2021-05-24,175,175,10,0,0
25502,902,L00902_1,2,2021-06-13,2021-06-15,327,327,2,0,0
25503,902,L00902_1,3,2021-07-13,2021-07-13,798,798,0,0,0
25504,902,L00902_1,4,2021-08-12,2021-08-26,866,866,14,0,0
25505,902,L00902_1,5,2021-09-11,2021-09-11,671,671,0,0,0
25506,902,L00902_1,6,2021-10-11,2021-10-22,435,435,11,0,0
25507,902,L00902_1,7,2021-11-10,2021-11-10,122,122,0,0,0
25508,902,L00902_1,8,2021-12-10,2021-12-16,166,166,6,0,0
25509,902,L00902_1,9,2022-01-09,2022-01-09,607,607,0,0,0
25510,902,L00902_1,10,2022-02-08,2022-02-10,895,895,2,0,0
25511,902,L00902_1,11,2022-03-10,2022-03-10,684,684,0,0,0
25512,902,L00902_1,12,2022-04-09,2022-04-15,392,392,6,0,0
25513,902,L00902_1,13,2022-05-09,2022-05-09,875,875,0,0,0
25514,902,L00902_1,14,2022-06-08,2022-06-08,164,164,0,0,0
25515,902,L00902_1,15,2022-07-08,2022-07-08,432,432,0,0,0
25516,902,L00902_1,16,2022-08-07,2022-09-03,272,272,27,1,0
25517,902,L00902_1,17,2022-09-06,2022-09-10,534,534,4,0,0
25518,902,L00902_1,18,2022-10-06,2022-10-06,480,480,0,0,0
25519,902,L00902_1,19,2022-11-05,2022-11-05,293,293,0,0,0
25520,902,L00902_1,20,2022-12-05,2022-12-20,781,781,15,0,0
25521,902,L00902_1,21,2023-01-04,2023-01-04,682,682,0,0,0
25522,902,L00902_1,22,2023-02-03,2023-02-03,466,466,0,0,0
25523,902,L00902_1,23,2023-03-05,2023-03-05,308,308,0,0,0
25524,902,L00902_1,24,2023-04-04,2023-04-13,702,702,9,0,0
25525,903,L00903_1,1,2021-10-05,2021-10-05,271,271,0,0,0
25526,903,L00903_1,2,2021-11-04,2021-11-15,633,633,11,0,0
25527,903,L00903_1,3,2021-12-04,2021-12-21,704,704,17,1,0
25528,903,L00903_1,4,2022-01-03,2022-01-14,644,644,11,0,0
25529,903,L00903_1,5,2022-02-02,2022-02-12,828,828,10,0,0
25530,903,L00903_1,6,2022-03-04,2022-03-04,161,161,0,0,0
25531,903,L00903_1,7,2022-04-03,2022-04-06,418,418,3,0,0
25532,903,L00903_1,8,2022-05-03,2022-05-29,600,600,26,1,0
25533,903,L00903_1,9,2022-06-02,2022-06-02,174,174,0,0,0
25534,903,L00903_1,10,2022-07-02,2022-07-12,808,808,10,0,0
25535,903,L00903_1,11,2022-08-01,2022-08-12,336,336,11,0,0
25536,903,L00903_1,12,2022-08-31,2022-09-13,815,815,13,0,0
25537,903,L00903_1,13,2022-09-30,2022-10-09,386,386,9,0,0
25538,903,L00903_1,14,2022-10-30,2022-10-30,885,885,0,0,0
25539,903,L00903_1,15,2022-11-29,2022-11-29,409,409,0,0,0
25540,903,L00903_1,16,2022-12-29,2022-12-29,896,896,0,0,0
25541,903,L00903_1,17,2023-01-28,2023-01-31,460,460,3,0,0
25542,903,L00903_1,18,2023-02-27,2023-03-16,397,397,17,1,0
25543,903,L00903_1,19,2023-03-29,2023-03-29,890,890,0,0,0
25544,903,L00903_1,20,2023-04-28,2023-04-28,766,766,0,0,0
25545,903,L00903_1,21,2023-05-28,2023-06-14,597,597,17,1,0
25546,903,L00903_1,22,2023-06-27,2023-06-27,552,552,0,0,0
25547,903,L00903_1,23,2023-07-27,2023-07-27,258,258,0,0,0
25548,903,L00903_1,24,2023-08-26,2023-08-26,462,462,0,0,0
25549,903,L00903_1,25,2023-09-25,2023-09-25,474,474,0,0,0
25550,903,L00903_1,26,2023-10-25,2023-11-06,146,146,12,0,0
25551,903,L00903_1,27,2023-11-24,2023-12-08,509,509,14,0,0
25552,903,L00903_1,28,2023-12-24,2023-12-30,612,612,6,0,0
25553,903,L00903_1,29,2024-01-23,2024-01-29,522,522,6,0,0
25554,903,L00903_1,30,2024-02-22,2024-03-01,243,243,8,0,0
25555,903,L00903_1,31,2024-03-23,2024-03-23,290,290,0,0,0
25556,903,L00903_1,32,2024-04-22,2024-05-15,222,222,23,1,0
25557,903,L00903_1,33,2024-05-22,2024-05-27,247,247,5,0,0
25558,903,L00903_1,34,2024-06-21,2024-06-29,378,378,8,0,0
25559,903,L00903_1,35,2024-07-21,2024-07-21,336,336,0,0,0
25560,903,L00903_1,36,2024-08-20,2024-08-27,182,182,7,0,0
25561,903,L00903_2,1,2021-02-22,2021-03-03,410,410,9,0,0
25562,903,L00903_2,2,2021-03-24,2021-03-24,167,167,0,0,0
25563,903,L00903_2,3,2021-04-23,2021-04-25,888,888,2,0,0
25564,903,L00903_2,4,2021-05-23,2021-05-23,843,843,0,0,0
25565,903,L00903_2,5,2021-06-22,2021-06-24,275,275,2,0,0
25566,903,L00903_2,6,2021-07-22,2021-07-24,124,124,2,0,0
25567,903,L00903_2,7,2021-08-21,2021-09-09,286,286,19,1,0
25568,903,L00903_2,8,2021-09-20,2021-09-26,442,442,6,0,0
25569,903,L00903_2,9,2021-10-20,2021-10-21,334,334,1,0,0
25570,903,L00903_2,10,2021-11-19,2021-11-19,620,620,0,0,0
25571,903,L00903_2,11,2021-12-19,2021-12-21,762,762,2,0,0
25572,903,L00903_2,12,2022-01-18,2022-01-18,270,270,0,0,0
25573,904,L00904_1,1,2023-01-27,2023-02-05,155,155,9,0,0
25574,904,L00904_1,2,2023-02-26,2023-02-27,374,374,1,0,0
25575,904,L00904_1,3,2023-03-28,2023-04-01,888,888,4,0,0
25576,904,L00904_1,4,2023-04-27,2023-05-01,428,428,4,0,0
25577,904,L00904_1,5,2023-05-27,2023-05-27,759,759,0,0,0
25578,904,L00904_1,6,2023-06-26,2023-07-04,355,355,8,0,0
25579,904,L00904_1,7,2023-07-26,2023-07-26,397,397,0,0,0
25580,904,L00904_1,8,2023-08-25,2023-08-25,248,248,0,0,0
25581,904,L00904_1,9,2023-09-24,2023-09-28,794,794,4,0,0
25582,904,L00904_1,10,2023-10-24,2023-10-24,646,646,0,0,0
25583,904,L00904_1,11,2023-11-23,2023-11-30,832,832,7,0,0
25584,904,L00904_1,12,2023-12-23,2023-12-23,249,249,0,0,0
25585,904,L00904_1,13,2024-01-22,2024-02-08,745,745,17,1,0
25586,904,L00904_1,14,2024-02-21,2024-02-28,175,175,7,0,0
25587,904,L00904_1,15,2024-03-22,2024-03-22,757,757,0,0,0
25588,904,L00904_1,16,2024-04-21,2024-04-21,325,325,0,0,0
25589,904,L00904_1,17,2024-05-21,2024-05-21,863,863,0,0,0
25590,904,L00904_1,18,2024-06-20,2024-06-21,272,272,1,0,0
25591,904,L00904_2,1,2022-04-05,2022-04-15,638,638,10,0,0
25592,904,L00904_2,2,2022-05-05,2022-05-12,186,186,7,0,0
25593,904,L00904_2,3,2022-06-04,2022-06-11,289,289,7,0,0
25594,904,L00904_2,4,2022-07-04,2022-07-04,865,865,0,0,0
25595,904,L00904_2,5,2022-08-03,2022-08-03,474,474,0,0,0
25596,904,L00904_2,6,2022-09-02,2022-09-11,142,142,9,0,0
25597,904,L00904_2,7,2022-10-02,2022-10-02,454,454,0,0,0
25598,904,L00904_2,8,2022-11-01,2022-11-01,520,520,0,0,0
25599,904,L00904_2,9,2022-12-01,2022-12-02,372,372,1,0,0
25600,904,L00904_2,10,2022-12-31,2022-12-31,889,889,0,0,0
25601,904,L00904_2,11,2023-01-30,2023-02-11,844,844,12,0,0
25602,904,L00904_2,12,2023-03-01,2023-03-01,339,339,0,0,0
25603,904,L00904_2,13,2023-03-31,2023-03-31,148,148,0,0,0
25604,904,L00904_2,14,2023-04-30,2023-05-10,874,874,10,0,0
25605,904,L00904_2,15,2023-05-30,2023-06-04,311,311,5,0,0
25606,904,L00904_2,16,2023-06-29,2023-06-29,577,577,0,0,0
25607,904,L00904_2,17,2023-07-29,2023-07-29,414,414,0,0,0
25608,904,L00904_2,18,2023-08-28,2023-09-17,406,406,20,1,0
25609,905,L00905_1,1,2022-04-10,2022-04-14,761,761,4,0,0
25610,905,L00905_1,2,2022-05-10,2022-05-15,254,254,5,0,0
25611,905,L00905_1,3,2022-06-09,2022-06-29,192,192,20,1,0
25612,905,L00905_1,4,2022-07-09,2022-07-10,514,514,1,0,0
25613,905,L00905_1,5,2022-08-08,2022-08-08,758,758,0,0,0
